name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
VfM2z6nm,22,healthy,78329,married,expensive,soccer,63402,rural,no response
EkByYUYT,30,healthy,64064,single,practical,soccer,139352,rural,no response
ljxETREP,62,cozily,76762,married,expensive,soccer,77339,urban,no response
jBDH1GV5,22,healthy,28480,single,expensive,athletics,43260,rural,no response
dNrtgeuF,40,healthy,97346,single,practical,soccer,135987,rural,no response
XGhe6Toe,30,cozily,10388,married,expensive,athletics,26880,rural,response
7SddTiNE,50,healthy,59138,married,practical,athletics,86634,urban,no response
8yq3l5EE,58,cozily,33155,married,practical,badminton,43395,urban,response
VC82FN0q,67,healthy,83454,single,practical,athletics,119495,rural,response
bJzINbts,55,healthy,20791,single,expensive,soccer,122887,rural,no response
AFDk71AA,41,cozily,96585,single,practical,badminton,104060,urban,no response
quMpVysK,15,cozily,69000,married,expensive,athletics,44320,rural,no response
2BcdkKQd,61,healthy,21994,married,expensive,,114423,urban,response
JmMfebCC,27,healthy,49191,married,practical,badminton,120577,urban,no response
Pyb6rkEI,60,active,17459,married,expensive,soccer,62927,urban,response
oWlD3Trp,40,cozily,13090,married,expensive,badminton,137979,rural,response
SlwnLHx0,40,cozily,60085,single,practical,,86485,urban,no response
zxFNM4Ee,47,cozily,18559,single,expensive,badminton,108720,urban,no response
vteOFUsl,37,healthy,81530,married,practical,,28481,urban,no response
fqzcqtCs,32,active,22895,single,practical,athletics,92256,urban,no response
1PIcFm07,46,cozily,50343,married,expensive,athletics,105169,urban,no response
7FbqoLiB,36,active,93480,single,practical,,93868,urban,no response
DdjPHZpR,42,active,29952,single,expensive,soccer,24524,urban,no response
NtUm1IkU,55,active,94707,single,practical,soccer,72425,urban,no response
iKR7qF7E,62,cozily,56498,single,practical,,81304,urban,response
g5YkWS3c,49,healthy,18080,married,practical,athletics,59712,urban,no response
QskybzB2,28,cozily,32823,married,expensive,soccer,50917,rural,no response
iFXDvrLt,67,cozily,18699,single,practical,soccer,64226,rural,response
PWqbAiYh,42,active,27783,single,expensive,badminton,36919,rural,no response
x4YfS8at,57,active,91031,married,expensive,,133869,rural,no response
kawxwXyU,50,active,74853,married,expensive,,89311,urban,no response
5fJFgYOB,31,healthy,82548,single,expensive,athletics,117619,rural,no response
86FhNKni,18,healthy,20597,married,expensive,badminton,141305,urban,response
8xYn4jwA,61,healthy,76603,married,expensive,soccer,134096,rural,response
nHK1f93u,32,cozily,94302,single,practical,,118910,rural,no response
sXJsEXNM,53,healthy,59461,married,practical,,143503,rural,response
BBW8K2Zx,33,active,52769,single,practical,athletics,147508,urban,response
cuKOoqIZ,67,cozily,34667,single,practical,athletics,143955,rural,response
yT6pAAsN,56,healthy,26804,single,practical,,143431,rural,response
EdhfiUoO,16,active,25871,single,expensive,,117606,rural,response
glMkS6uO,50,healthy,10410,single,practical,badminton,40556,rural,response
6zBwQIJs,23,active,86006,married,practical,badminton,28775,rural,no response
ToQ2Aa4l,19,healthy,54535,married,expensive,athletics,129017,urban,no response
dRsrgCcm,32,healthy,58597,single,practical,soccer,45780,urban,no response
y1JURr9m,24,cozily,93473,married,expensive,athletics,46214,urban,no response
cFNeskDP,67,cozily,64788,married,expensive,soccer,81231,rural,response
VmaRKprD,40,cozily,20351,single,expensive,soccer,50198,rural,no response
JqE3xrM1,33,healthy,92521,married,expensive,badminton,111033,rural,no response
lN9QiSUW,65,active,17847,married,practical,badminton,116556,rural,response
Rm93TinO,24,healthy,85646,single,expensive,badminton,140080,urban,response
nBuaMFp6,49,active,92551,single,practical,athletics,36218,urban,no response
jgwHhI0k,28,healthy,88705,single,expensive,soccer,110262,rural,no response
Q3mEw8G0,16,active,56955,single,practical,athletics,127578,rural,no response
5mjRgHHG,35,cozily,27178,married,practical,athletics,85030,urban,no response
U3cAKI9r,36,cozily,66195,single,practical,athletics,23777,urban,no response
lDC34SQu,60,healthy,31239,single,expensive,athletics,105337,rural,response
QB2XplhM,34,cozily,26064,single,expensive,soccer,66531,urban,no response
pUjASR2B,21,cozily,77214,married,expensive,badminton,29574,rural,no response
7mallwqj,17,active,16813,married,expensive,soccer,133089,rural,no response
1TrQ7jnf,52,active,99527,single,practical,soccer,100811,urban,no response
WcQiCiZn,41,active,93480,single,expensive,athletics,38597,rural,no response
VKYTqpjc,39,healthy,74599,married,practical,badminton,58601,rural,no response
C8nF87mK,54,active,12809,single,practical,badminton,40972,urban,response
82qbHLwq,45,active,86424,single,practical,athletics,88373,urban,no response
zGZhRQmI,26,healthy,47123,married,practical,badminton,148484,urban,response
Oou9GfTl,15,healthy,24352,married,practical,athletics,59693,urban,no response
alkt8kF4,39,healthy,68767,married,practical,athletics,135489,rural,no response
k3fUhdGp,48,cozily,13810,married,expensive,athletics,57851,rural,response
qgwNt1Om,33,active,14634,married,practical,soccer,103947,urban,response
XRFNIcFQ,19,cozily,95958,married,expensive,athletics,107885,urban,no response
hZuQyNbL,25,active,20674,single,expensive,soccer,117299,urban,no response
zkfAi2lO,33,cozily,10367,single,practical,soccer,96584,urban,response
tejApGb5,37,healthy,57019,single,practical,soccer,97483,rural,no response
lD4NQ0f4,25,cozily,13302,married,expensive,athletics,119699,urban,response
OAOHVi0f,30,cozily,90025,married,practical,badminton,58072,urban,no response
Wxu7hXEk,52,active,67786,married,practical,badminton,98668,urban,no response
4xzaoHdd,42,cozily,73385,single,practical,athletics,94789,urban,no response
np95wLba,28,active,13528,married,practical,soccer,52561,urban,response
ZIkQSbLt,30,active,10974,married,expensive,badminton,62805,urban,response
VPrqJdVp,20,cozily,83332,single,expensive,,73146,urban,no response
EOcHo7dN,43,cozily,36495,married,practical,,133806,rural,no response
A71PlmEQ,64,cozily,75509,married,practical,athletics,81253,rural,response
NR4AWdk4,69,cozily,73839,married,expensive,,31714,rural,response
Hm1D7IwE,61,active,13340,single,expensive,badminton,101216,rural,no response
qRfyGb4h,22,cozily,46715,married,expensive,soccer,87603,rural,no response
k0eugpZC,44,active,48838,single,practical,athletics,99565,urban,no response
TIdRbl2k,60,healthy,48782,married,expensive,athletics,72974,urban,response
bgj9OexZ,33,healthy,63075,married,practical,badminton,79151,rural,no response
s9eZsoOG,45,active,30660,single,expensive,athletics,24926,urban,no response
dTlVUwvu,18,cozily,69584,married,practical,athletics,137022,urban,no response
Yk1etqZg,59,cozily,22349,married,expensive,athletics,88870,urban,response
4DlDpddB,32,cozily,54200,single,expensive,athletics,37113,urban,no response
T2M0e6uf,26,healthy,41066,single,practical,,124192,rural,no response
Gbn1hjmQ,27,healthy,39088,married,practical,badminton,66073,urban,no response
WHXZhWSG,31,cozily,14357,married,expensive,soccer,61425,rural,response
UkBbGTsq,24,active,84333,married,expensive,athletics,88525,rural,no response
GpaXL9xT,54,healthy,71469,single,expensive,,62940,urban,no response
Bk16zCvI,20,active,97251,single,expensive,athletics,93345,rural,no response
3THkywq5,40,cozily,28193,single,practical,badminton,122586,urban,no response
olKRmXzd,18,healthy,53075,single,practical,badminton,107969,urban,no response
w5vOCCer,49,healthy,36434,single,practical,soccer,70418,urban,no response
uVEUnu1h,49,cozily,18007,single,expensive,athletics,102009,urban,no response
2KTxCFCF,53,healthy,38878,married,expensive,badminton,38302,rural,no response
z5Cwn3fK,21,cozily,27803,married,practical,badminton,77826,urban,no response
YiSH19Su,63,cozily,48567,married,practical,badminton,108614,urban,response
hrtPs2F6,66,healthy,10933,single,expensive,athletics,78751,urban,response
EhY51Ei1,20,healthy,97161,married,practical,soccer,134377,rural,no response
qH4VXlyL,57,active,55619,single,expensive,athletics,32619,urban,response
u7BrOgnt,21,healthy,95543,married,expensive,badminton,31380,rural,no response
bISw44sM,68,cozily,92778,married,practical,,89306,urban,response
E2e8OMBm,17,cozily,68112,married,expensive,soccer,48578,urban,no response
CQCJh653,59,active,94317,single,practical,athletics,137792,urban,response
VcZQpXcy,43,cozily,60872,married,practical,badminton,136008,urban,response
CxQrSfZi,29,healthy,37616,married,expensive,athletics,129568,rural,no response
3vIHP6Vs,28,active,77514,single,expensive,soccer,106599,rural,no response
G3fDEWWk,59,active,81350,single,practical,badminton,35751,rural,no response
WIzLGD10,57,active,78458,married,practical,soccer,28504,urban,no response
4zSx74Rs,23,cozily,71718,married,expensive,badminton,28848,rural,response
wTwVPN8z,26,healthy,80556,single,practical,soccer,65887,urban,response
GdLAJZ25,56,healthy,29257,married,practical,athletics,33442,urban,response
zmArmn5w,23,cozily,10292,married,practical,athletics,62448,urban,response
nAKi0wQD,43,healthy,12637,single,expensive,,120459,rural,no response
EBr9SOFt,39,healthy,45709,single,expensive,athletics,94610,urban,no response
pK82wTvx,52,active,41869,married,practical,,119356,urban,no response
yc4E0bLZ,15,cozily,84325,single,practical,badminton,49426,rural,no response
Nnjszbxw,66,active,97064,married,expensive,soccer,40375,urban,response
UKsaxQfi,59,cozily,85638,married,expensive,soccer,65306,urban,response
HsnvXfgz,28,healthy,93433,single,practical,,69707,urban,no response
eINrsbnC,63,cozily,68189,married,practical,soccer,114572,rural,no response
4p6kPCDE,64,cozily,49117,single,expensive,soccer,112352,urban,response
pdgycvtk,47,active,55720,married,practical,athletics,57124,urban,no response
iPnUsttE,29,active,34453,single,expensive,athletics,91780,urban,no response
UD61pesU,66,active,84620,married,expensive,athletics,123680,rural,response
BjqkGTel,55,healthy,59958,married,practical,soccer,113211,urban,no response
hWnt2k7i,38,active,16780,single,expensive,athletics,70249,rural,no response
k09dBLMJ,47,active,41806,single,expensive,soccer,75342,urban,no response
2W3WSZnR,26,healthy,76541,married,expensive,soccer,47868,urban,no response
ETKWmrJr,22,cozily,19791,married,practical,,125775,urban,no response
xd8GOXJ0,58,healthy,78161,married,expensive,soccer,32194,urban,response
0LDKI0sX,23,active,57451,single,expensive,badminton,137024,urban,no response
bBk3NJ2i,54,active,90607,married,practical,,108159,urban,no response
6Unbmdfl,17,active,28257,married,practical,soccer,128267,urban,no response
3zX31QU7,32,healthy,53241,single,expensive,soccer,118819,urban,no response
brXJZJIA,18,active,90494,married,practical,,48952,urban,no response
xombhOG8,57,active,89632,single,practical,soccer,90429,urban,response
26y3VS1s,36,active,54342,married,expensive,soccer,85186,rural,no response
ML4QL1jh,48,cozily,93216,single,expensive,soccer,68518,urban,no response
ZIF5htgb,56,cozily,47400,single,expensive,,109120,urban,no response
Bk3OpSXA,56,cozily,56429,married,practical,soccer,20048,rural,response
gc6pNk6a,52,active,31137,married,expensive,soccer,90509,rural,no response
gA83989a,48,cozily,70123,married,practical,athletics,37200,urban,no response
xDBYIhUb,50,cozily,16998,married,expensive,,96031,rural,no response
vZNpb17m,43,active,67040,single,expensive,badminton,119508,rural,no response
HucuziZc,17,active,11015,married,expensive,soccer,29000,urban,no response
UaJ1ElDr,42,active,72069,married,expensive,athletics,85431,urban,no response
bvkotN5T,26,healthy,91933,single,practical,soccer,129260,rural,no response
8TQC8eMo,41,cozily,45714,single,expensive,soccer,113697,urban,no response
d33efMIQ,31,cozily,98655,single,expensive,soccer,106185,rural,no response
n3KHx3FY,32,active,55821,single,practical,,36445,urban,no response
dHkCJHP9,26,healthy,42692,married,practical,athletics,56135,urban,no response
y2vOUCAF,67,healthy,62081,married,expensive,badminton,95948,urban,response
63TwbHwQ,32,cozily,57965,married,practical,soccer,117187,rural,no response
8Th2gMUC,45,active,23633,married,expensive,athletics,78946,rural,no response
fUdrU4VU,46,cozily,48804,married,practical,badminton,121712,urban,no response
4tcy7rmI,45,healthy,85383,single,expensive,badminton,119754,rural,no response
eqSBO3oF,63,active,57973,married,practical,athletics,73903,urban,response
QT4qQvNV,17,healthy,59436,single,expensive,athletics,85446,rural,no response
P4lOPVJr,28,cozily,11553,married,expensive,badminton,102226,urban,response
8RBq6sp1,28,cozily,58430,married,practical,,103311,rural,no response
bsb7Q1KZ,44,active,66336,single,expensive,soccer,111659,rural,no response
NyONoZBN,40,healthy,63654,married,expensive,athletics,115502,rural,no response
5N4vFb15,48,healthy,16435,single,practical,athletics,97501,urban,no response
nNxCubMG,29,active,95535,single,expensive,badminton,101319,rural,no response
PorgFK8c,30,cozily,43552,married,practical,badminton,131930,rural,no response
yRRm4aTV,47,healthy,19664,single,practical,athletics,94474,rural,no response
mX7NB8t3,25,active,82731,single,expensive,athletics,67329,rural,no response
ELTnRKoA,22,active,10022,married,practical,badminton,20304,urban,response
e6CHOVsR,16,active,75749,single,practical,badminton,110720,urban,no response
mJ2xh9Dr,32,active,62892,single,practical,athletics,128666,rural,no response
bvy7a5Qd,62,active,21278,single,practical,athletics,72949,rural,response
WzeLCDvY,66,cozily,94223,single,expensive,,110033,urban,response
fWzjEOKI,27,cozily,59129,single,expensive,badminton,54355,urban,no response
Zj5D60u8,69,active,12001,single,expensive,soccer,143831,urban,response
A9adxekX,44,healthy,94892,single,expensive,,60303,urban,no response
FaQ2PCMQ,20,cozily,84118,single,practical,badminton,144769,urban,response
Iq5BhIZn,38,active,61173,married,practical,athletics,79604,urban,no response
vkwnMK7a,16,active,50030,married,expensive,,80508,rural,no response
zWB4rEe7,60,active,17864,married,practical,athletics,65990,urban,no response
5Qz3ibAG,65,active,89463,single,practical,badminton,89537,urban,response
3A1X5EIq,18,healthy,43171,married,expensive,,123694,urban,no response
5G5HLbC4,16,active,11074,married,practical,,42806,rural,response
t6eOcv3O,28,cozily,40556,single,expensive,athletics,111881,urban,response
KF61fMUH,34,active,30595,married,expensive,athletics,26461,rural,no response
92P0dcEx,61,healthy,57086,married,practical,soccer,70013,urban,no response
aPIv0Hsa,28,active,97054,single,practical,athletics,68907,urban,response
n0dwSb5c,62,healthy,32928,single,expensive,athletics,87086,rural,response
EfCSZssI,64,active,26984,single,practical,soccer,148868,urban,response
0oT2z8JD,66,cozily,17743,single,practical,soccer,93474,urban,response
VPKvZz4d,64,cozily,99023,married,practical,soccer,36011,urban,response
1Q60w554,69,healthy,13291,married,expensive,,26813,rural,response
Hw5CYSS4,69,cozily,28133,single,expensive,athletics,146890,urban,response
Gdqgt73Z,24,healthy,44666,married,practical,soccer,58443,rural,no response
JvOwnGDf,57,healthy,94663,married,expensive,athletics,79496,urban,response
AzyNzE0h,26,healthy,48072,single,expensive,,136157,urban,no response
QX3R0opR,54,active,63906,married,practical,badminton,40965,rural,no response
niOOsCC9,51,cozily,41722,married,expensive,soccer,72570,rural,no response
SLF2ZGnZ,19,cozily,32452,single,practical,athletics,45718,urban,no response
mjeaAvCX,43,cozily,38436,single,practical,athletics,44763,urban,no response
dZy8AA5q,42,cozily,96398,single,practical,soccer,63867,urban,response
ypueOEIo,51,active,52095,married,expensive,athletics,48592,urban,no response
4ZbGiS0v,61,healthy,85283,single,expensive,soccer,108395,urban,response
d6Sj2Vi4,15,healthy,47029,single,expensive,athletics,93208,urban,no response
xN2eq3Vt,52,cozily,72735,single,practical,athletics,119718,rural,no response
pamv0J2b,39,active,46563,married,expensive,soccer,145383,urban,response
9U5dy0el,37,healthy,62595,single,practical,athletics,59766,urban,no response
KSLi4muZ,42,healthy,48166,married,expensive,soccer,127394,urban,no response
HEwXz85W,20,cozily,81470,single,practical,athletics,130161,urban,no response
Lo6kB8P3,22,healthy,13491,married,practical,badminton,144797,rural,no response
0SuaxOVw,45,active,83872,married,expensive,soccer,50687,rural,no response
W7ouOeFq,47,healthy,42159,married,expensive,badminton,54640,urban,no response
f3oA0zN9,49,healthy,96247,single,practical,soccer,120031,urban,response
0YtMVJqc,33,cozily,93395,married,expensive,,60190,rural,no response
op2fpDxp,43,active,62842,single,practical,badminton,135088,urban,no response
pYSz5NPT,57,cozily,89613,married,expensive,soccer,29138,rural,response
xcfBdOjG,48,active,77103,married,expensive,soccer,107334,rural,no response
H5Dm7dhV,56,cozily,34496,married,practical,badminton,52223,urban,no response
oeDmeP87,65,healthy,44489,single,expensive,soccer,85099,urban,response
PMajYr0T,19,healthy,18009,married,practical,athletics,63096,rural,no response
z6os4V9u,18,cozily,52910,single,practical,badminton,85137,rural,no response
QvanRnsc,25,healthy,95093,single,expensive,badminton,96408,rural,no response
5jpXBBBD,42,healthy,99554,single,practical,badminton,149494,urban,response
HxShh8Ug,34,cozily,38322,married,practical,,97134,urban,no response
YS7ji5YN,61,active,24231,single,practical,athletics,122581,urban,response
AXDxLFQw,31,active,33725,single,expensive,badminton,79849,urban,no response
5hiQS48K,57,healthy,71313,married,practical,athletics,98336,urban,response
vdQXidqv,30,healthy,23294,single,expensive,soccer,48768,rural,no response
48VLsATb,56,active,49764,married,expensive,badminton,34021,urban,response
JmxGyCU7,22,active,40215,single,expensive,badminton,51782,urban,no response
9u1uZOLy,22,healthy,98788,single,expensive,athletics,77783,rural,no response
ln706RKa,38,active,87442,single,expensive,,122754,urban,no response
LgQlTkxX,40,healthy,16017,married,expensive,soccer,62346,urban,no response
36mvCwdU,64,active,81605,married,practical,,114004,urban,response
N5gw2z8S,24,healthy,43110,single,practical,badminton,32759,rural,no response
PnBGSdUi,66,active,88558,single,expensive,athletics,104752,urban,response
uYBtY3dB,43,cozily,12311,single,practical,athletics,25629,urban,response
QyQk9BCu,54,active,87209,married,practical,,104358,urban,no response
jrwf4HqU,56,active,37976,single,expensive,soccer,84575,urban,response
jCfFarME,68,cozily,95885,single,practical,athletics,115960,rural,response
43ARX3AA,38,cozily,80350,single,expensive,badminton,142756,urban,response
iN1kY1lN,40,active,56733,married,expensive,soccer,82346,urban,no response
yPbuJ5rg,16,active,23131,married,practical,soccer,130426,urban,response
3X6yFYDD,23,active,46758,single,expensive,badminton,57889,urban,no response
h3MMooOT,63,healthy,63601,single,practical,soccer,67571,urban,response
KGbDP2JA,58,cozily,37451,single,practical,athletics,146146,urban,response
lVXLhhto,41,healthy,63631,single,expensive,athletics,133273,urban,no response
BzkCmTAa,63,cozily,31168,single,expensive,badminton,105455,rural,response
BmGH5JP6,61,healthy,70045,single,practical,soccer,114055,urban,response
44RwORSL,59,healthy,56557,single,expensive,soccer,27687,rural,response
D3UfGUkl,37,active,35570,married,practical,athletics,71735,urban,no response
s6JdsYL9,33,cozily,76600,married,expensive,athletics,33713,urban,no response
CGMFKWYI,51,cozily,17143,married,expensive,badminton,98326,urban,no response
bYz7v8yl,21,active,55611,single,practical,,113309,urban,no response
AbJvJhYu,51,cozily,68492,married,expensive,soccer,29674,rural,no response
yHO3NBPA,60,active,21275,single,expensive,athletics,147537,urban,response
ft3a3kh9,68,active,20329,single,expensive,athletics,137271,rural,response
JgLaRUIT,58,active,88857,married,practical,badminton,84336,urban,no response
BUNkUG0v,27,healthy,25154,married,practical,,87766,urban,no response
xdEL0LMx,46,active,44840,married,practical,badminton,63247,urban,no response
YlzHE1y0,32,active,36479,married,practical,athletics,54868,rural,no response
43aVPOeB,25,healthy,58448,single,expensive,badminton,73160,urban,no response
NU1sIsq3,23,cozily,88049,single,expensive,soccer,56747,rural,no response
dpk5UYl2,64,healthy,98075,married,practical,badminton,57992,rural,response
I7dPGYVJ,65,active,73817,married,expensive,athletics,135931,rural,response
qYBtQMJs,22,cozily,54883,single,expensive,badminton,110251,urban,no response
RdV4q87Y,21,healthy,61829,married,practical,athletics,92852,urban,no response
0GmP6NH2,59,active,58602,single,practical,badminton,77186,urban,response
Fnr9sz7B,46,healthy,90792,single,practical,athletics,63370,urban,no response
l6oltSVh,45,healthy,28237,married,expensive,soccer,121309,urban,no response
Q4pR5GqJ,55,active,72972,married,expensive,,39539,urban,no response
4HArESUB,23,active,54209,single,expensive,,31704,urban,no response
KYQI73sH,24,active,94537,single,practical,badminton,108551,rural,no response
uxWFKNMC,43,cozily,20574,single,expensive,soccer,85983,urban,no response
r3cAHOuo,20,active,80156,married,practical,athletics,44639,rural,no response
Q4SzwBFU,61,healthy,53135,married,practical,,40630,urban,response
cBBHjw2M,51,active,60511,single,expensive,soccer,52159,urban,no response
cU0HRQQh,59,cozily,14539,single,practical,badminton,143434,rural,response
K78MxMMr,43,active,47007,single,practical,,32883,rural,no response
G1qH8XyB,22,active,58041,married,expensive,athletics,60234,rural,no response
lAakTyxt,52,active,34192,married,expensive,,116403,urban,no response
YrvHLJvE,63,cozily,24248,married,practical,badminton,141472,urban,response
n9rsi686,32,cozily,16429,married,practical,,66478,urban,no response
vQh5jqRL,35,healthy,67477,married,practical,athletics,109678,urban,no response
C0BvrO5X,68,active,85505,single,practical,soccer,46752,urban,response
L6tzADM2,40,healthy,36529,married,expensive,badminton,141089,urban,response
N7Do87Hx,49,active,18026,married,expensive,badminton,100840,urban,no response
JSPZF8ZE,65,cozily,78308,married,expensive,,40362,rural,response
dJ5SdFKX,17,active,28209,single,expensive,badminton,144416,urban,response
MaLEn48a,41,cozily,70335,single,expensive,,131417,urban,no response
BQrZq7Mg,41,cozily,69885,married,expensive,badminton,37980,urban,response
9uNgm8RZ,60,active,26783,married,practical,athletics,113573,rural,response
FQKH2LaS,29,active,78999,married,expensive,athletics,37506,urban,no response
N0tYziqy,54,active,34463,married,expensive,athletics,126052,urban,no response
fhxH9M6J,48,cozily,83262,married,practical,soccer,114750,urban,no response
SOPtIwEf,38,active,15864,married,expensive,badminton,53081,urban,no response
OJkbDAot,45,active,19387,single,practical,athletics,122122,urban,no response
wZvALTb8,38,active,69182,married,expensive,,121039,rural,no response
AWtGxt6y,58,healthy,93131,single,practical,soccer,32523,urban,response
9Nxln7pF,60,cozily,25409,single,expensive,athletics,75465,rural,response
qYti2xlY,38,healthy,49020,single,expensive,badminton,60774,urban,no response
SU6tI6eZ,22,cozily,13086,married,practical,soccer,59202,urban,response
GdRiwaVc,28,healthy,40650,single,expensive,,41536,urban,no response
M0IBYqNJ,25,active,99210,single,practical,soccer,110272,rural,no response
xMgf7Pca,67,healthy,71044,married,practical,soccer,147497,urban,response
kqhCACMa,40,cozily,32087,single,practical,,56758,urban,no response
ZyZtfO6r,47,healthy,92993,married,expensive,badminton,72009,urban,no response
RJ2RJJoT,32,cozily,59552,single,practical,soccer,128160,rural,no response
5L6BwZO5,22,cozily,46147,married,practical,,37333,rural,no response
uExAwA71,40,active,97756,married,practical,athletics,73143,rural,no response
ZrDorZOS,58,healthy,66708,married,expensive,,61963,rural,response
IE4Gudzt,69,active,44027,married,practical,,149522,urban,response
SWodePum,47,cozily,58430,single,expensive,badminton,43483,urban,no response
Kyxb5PJ3,52,active,65261,single,expensive,soccer,63886,urban,no response
b6C9WiBj,68,cozily,46094,single,practical,athletics,147759,rural,response
lQdqVnFp,47,cozily,19798,single,practical,badminton,149681,rural,response
0ftSTyMV,49,healthy,68634,single,practical,athletics,127869,urban,no response
RQDBlyuU,30,healthy,99500,married,practical,athletics,59094,rural,no response
dm88tvxf,38,cozily,33518,single,expensive,athletics,96535,urban,no response
BR0JONDN,68,active,78016,married,practical,,74975,urban,response
o2M4rWia,26,active,91744,single,expensive,soccer,24626,rural,no response
pgTfv4GH,68,cozily,12470,married,practical,,73015,rural,no response
ErcxZh8L,31,cozily,19266,married,expensive,athletics,43522,urban,no response
kmSs4TT0,45,healthy,30061,single,practical,soccer,109382,rural,no response
CqEDNDcJ,31,healthy,41505,married,practical,soccer,51175,rural,no response
UuQI51zS,56,healthy,43244,single,expensive,soccer,127877,urban,response
WGdP3tNq,34,active,92989,married,practical,soccer,119005,urban,no response
KNauJevU,48,healthy,94956,married,practical,badminton,40063,rural,no response
5uppKhoJ,40,healthy,29838,single,expensive,athletics,149958,rural,response
RbTlN9wy,69,active,63838,single,expensive,,135039,rural,response
GVx0EX11,17,active,26056,single,expensive,athletics,98308,rural,no response
7x5x6RYd,31,cozily,64356,single,practical,badminton,139874,urban,no response
oar62eQ1,26,healthy,74830,married,expensive,athletics,68516,urban,no response
ycaqbXNX,62,active,93986,married,practical,athletics,44464,urban,response
fGj2L851,39,active,65670,married,practical,badminton,83119,urban,no response
RZZmGhtU,42,cozily,74450,single,expensive,athletics,149066,rural,response
tSs6G7J2,37,active,42383,married,expensive,athletics,97223,rural,no response
fhtjPZXH,45,healthy,76317,married,practical,athletics,76848,urban,no response
D5Lf1ojK,48,cozily,16966,single,expensive,badminton,22138,rural,no response
ElItjmkV,46,cozily,33003,single,expensive,,80336,urban,no response
gUiJzxOZ,52,cozily,94634,married,expensive,soccer,135971,rural,no response
uO9BOqH4,28,active,74546,single,practical,soccer,144453,rural,response
Td2Hl7xk,35,healthy,31055,married,practical,soccer,116072,urban,no response
TADbJWat,40,active,79349,married,practical,badminton,72534,urban,no response
AvuCzski,20,active,24343,married,practical,athletics,105853,urban,no response
3rR84250,41,cozily,78372,married,expensive,soccer,33841,urban,no response
6qrbJy6e,51,active,36458,married,expensive,soccer,128129,urban,no response
ndRLyRVX,62,cozily,91231,married,practical,badminton,104015,rural,response
GD5BmfDU,57,healthy,37904,single,practical,athletics,148054,urban,response
HM7inlas,26,active,31789,married,practical,soccer,89574,urban,no response
vzNwaIX5,19,healthy,95086,single,expensive,soccer,103955,urban,no response
OYKnUbzl,19,cozily,33842,single,expensive,badminton,131789,rural,response
CVhSwIFy,18,healthy,16063,single,practical,badminton,72516,urban,no response
1Dz1ftBM,47,cozily,75959,single,expensive,soccer,52081,rural,no response
5YziXyif,19,active,51135,married,practical,soccer,35424,urban,no response
oG3SVs8F,68,active,29882,single,expensive,soccer,93487,rural,response
WniioNBL,22,cozily,60440,single,expensive,badminton,110812,urban,no response
gfHTVne8,39,active,94937,married,practical,,100550,urban,no response
B9bUeeif,66,healthy,12366,single,expensive,athletics,26669,urban,response
Egu6bUEj,61,healthy,18487,married,practical,soccer,103704,rural,response
oS7U3Kvp,22,cozily,19643,married,practical,,34271,urban,no response
dhVxQh8V,18,active,66553,married,expensive,badminton,144648,urban,response
II3Ymoep,37,active,90490,married,practical,,111314,rural,no response
igDQK9Ho,29,active,66221,single,expensive,athletics,39788,urban,no response
8fUwBl3v,20,active,94855,single,practical,athletics,42330,urban,no response
2YZskGtE,20,active,66376,single,expensive,athletics,32859,rural,no response
Nu6yikAT,17,healthy,15657,single,practical,athletics,139086,urban,no response
f8aIrGOP,29,active,81483,single,practical,badminton,87272,rural,no response
bQoKTCPB,48,healthy,56180,married,practical,,128718,rural,no response
TgzDegis,49,healthy,13799,married,expensive,soccer,92319,urban,response
6bo36FIs,58,cozily,82217,married,practical,badminton,64802,rural,no response
M3O108l4,28,cozily,70538,married,expensive,athletics,61162,rural,no response
tGf26coO,54,active,37760,single,expensive,athletics,76656,urban,no response
sCLsPOc9,43,active,45918,single,expensive,soccer,30364,rural,no response
tiLJA2Bc,64,healthy,34865,single,practical,soccer,57443,rural,response
NKOGRjr1,37,healthy,91069,single,practical,badminton,99517,urban,no response
ykFdfafX,19,cozily,34020,single,practical,athletics,124440,rural,no response
fmzSNzVz,56,healthy,23088,single,practical,athletics,110787,urban,response
IQ9ltp33,29,active,48884,married,practical,soccer,25983,urban,no response
Zw3na3pT,25,healthy,60199,married,practical,athletics,140818,urban,response
CV5wZJm2,50,active,13300,single,expensive,soccer,26256,rural,response
tG8kO6t3,33,active,93088,single,expensive,soccer,36696,urban,no response
95CkFd8z,20,healthy,72186,married,practical,athletics,93117,rural,no response
kni5e1pE,39,healthy,28111,married,practical,soccer,22647,urban,no response
LqIJTbKX,19,cozily,89268,single,expensive,soccer,44039,urban,no response
ISDmydw2,66,cozily,41668,married,practical,athletics,95235,rural,response
LVNUwZPj,15,active,22441,single,practical,athletics,108337,urban,no response
UhgoirWi,31,healthy,17204,single,expensive,badminton,35542,rural,no response
jZhgxLaw,53,active,75309,single,expensive,,103381,rural,no response
9Fo7VHT7,25,healthy,42591,married,expensive,athletics,42684,urban,no response
6mC0sin2,48,active,91535,married,expensive,badminton,58933,urban,no response
vxhXIuHY,63,healthy,67449,married,expensive,soccer,120495,rural,response
K3MKuPAx,59,cozily,30797,single,expensive,badminton,107859,urban,response
f2H1DBtI,45,cozily,68478,married,practical,badminton,102529,rural,no response
